DEPARTAMENTO,MUNICIPIO,PA11_COD_ETNIA,POBLACION_2018
ANTIOQUIA,EL BAGRE (ANT),50,2.0
ANTIOQUIA,EL BAGRE (ANT),60,2.0
ANTIOQUIA,EL BAGRE (ANT),240,2.0
ANTIOQUIA,EL BAGRE (ANT),280,19.0
ANTIOQUIA,EL BAGRE (ANT),281,112.0
ANTIOQUIA,EL BAGRE (ANT),282,2.0
ANTIOQUIA,EL BAGRE (ANT),590,2.0
ANTIOQUIA,EL BAGRE (ANT),800,725.0
ANTIOQUIA,EL BAGRE (ANT),840,2.0
ANTIOQUIA,EL BAGRE (ANT),999,11.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),1,28.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),40,3.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),200,2.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),280,2.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),281,12.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),282,2.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),560,1.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),720,1.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),800,2.0
ANTIOQUIA,EL CARMEN DE VIBORAL (ANT),999,3.0
ANTIOQUIA,EL SANTUARIO (ANT),1,3.0
ANTIOQUIA,EL SANTUARIO (ANT),200,2.0
ANTIOQUIA,EL SANTUARIO (ANT),470,1.0
ANTIOQUIA,ENTRERRÍOS (ANT),1,7.0
ANTIOQUIA,ENTRERRÍOS (ANT),282,1.0
ANTIOQUIA,ENTRERRÍOS (ANT),434,4.0
ANTIOQUIA,ENTRERRÍOS (ANT),720,2.0
ANTIOQUIA,ENVIGADO (ANT),1,99.0
ANTIOQUIA,ENVIGADO (ANT),30,1.0
ANTIOQUIA,ENVIGADO (ANT),50,1.0
ANTIOQUIA,ENVIGADO (ANT),70,1.0
ANTIOQUIA,ENVIGADO (ANT),150,1.0
ANTIOQUIA,ENVIGADO (ANT),200,5.0
ANTIOQUIA,ENVIGADO (ANT),280,1.0
ANTIOQUIA,ENVIGADO (ANT),281,6.0
ANTIOQUIA,ENVIGADO (ANT),282,10.0
ANTIOQUIA,ENVIGADO (ANT),285,1.0
ANTIOQUIA,ENVIGADO (ANT),290,1.0
ANTIOQUIA,ENVIGADO (ANT),292,3.0
ANTIOQUIA,ENVIGADO (ANT),330,2.0
ANTIOQUIA,ENVIGADO (ANT),340,1.0
ANTIOQUIA,ENVIGADO (ANT),470,3.0
ANTIOQUIA,ENVIGADO (ANT),490,1.0
ANTIOQUIA,ENVIGADO (ANT),500,4.0
ANTIOQUIA,ENVIGADO (ANT),720,21.0
ANTIOQUIA,ENVIGADO (ANT),740,2.0
ANTIOQUIA,ENVIGADO (ANT),800,9.0
ANTIOQUIA,ENVIGADO (ANT),870,5.0
ANTIOQUIA,ENVIGADO (ANT),900,8.0
ANTIOQUIA,ENVIGADO (ANT),910,1.0
ANTIOQUIA,ENVIGADO (ANT),999,11.0
ANTIOQUIA,FREDONIA (ANT),1,15.0
ANTIOQUIA,FREDONIA (ANT),40,1.0
ANTIOQUIA,FREDONIA (ANT),280,1.0
ANTIOQUIA,FREDONIA (ANT),281,2.0
ANTIOQUIA,FREDONIA (ANT),282,1.0
ANTIOQUIA,FREDONIA (ANT),285,1.0
ANTIOQUIA,FREDONIA (ANT),330,8.0
ANTIOQUIA,FREDONIA (ANT),999,1.0
ANTIOQUIA,FRONTINO (ANT),1,3812.0
ANTIOQUIA,FRONTINO (ANT),30,5.0
ANTIOQUIA,FRONTINO (ANT),280,120.0
ANTIOQUIA,FRONTINO (ANT),281,3663.0
ANTIOQUIA,FRONTINO (ANT),282,4.0
ANTIOQUIA,FRONTINO (ANT),284,1.0
ANTIOQUIA,FRONTINO (ANT),460,1.0
ANTIOQUIA,FRONTINO (ANT),560,1.0
ANTIOQUIA,FRONTINO (ANT),590,1.0
ANTIOQUIA,FRONTINO (ANT),999,16.0
ANTIOQUIA,GIRARDOTA (ANT),1,46.0
ANTIOQUIA,GIRARDOTA (ANT),50,2.0
ANTIOQUIA,GIRARDOTA (ANT),130,2.0
ANTIOQUIA,GIRARDOTA (ANT),240,1.0
ANTIOQUIA,GIRARDOTA (ANT),280,1.0
ANTIOQUIA,GIRARDOTA (ANT),281,7.0
ANTIOQUIA,GIRARDOTA (ANT),282,6.0
ANTIOQUIA,GIRARDOTA (ANT),285,10.0
ANTIOQUIA,GIRARDOTA (ANT),500,1.0
ANTIOQUIA,GIRARDOTA (ANT),720,3.0
ANTIOQUIA,GIRARDOTA (ANT),800,6.0
ANTIOQUIA,GIRARDOTA (ANT),830,2.0
ANTIOQUIA,GIRARDOTA (ANT),999,5.0
ANTIOQUIA,GRANADA (ANT),1,117.0
ANTIOQUIA,GRANADA (ANT),281,100.0
ANTIOQUIA,GRANADA (ANT),282,13.0
ANTIOQUIA,GRANADA (ANT),999,4.0
ANTIOQUIA,GUADALUPE (ANT),1,5.0
ANTIOQUIA,GUADALUPE (ANT),282,1.0
ANTIOQUIA,GUADALUPE (ANT),800,4.0
ANTIOQUIA,GUARNE (ANT),1,40.0
ANTIOQUIA,GUARNE (ANT),50,1.0
ANTIOQUIA,GUARNE (ANT),280,3.0
ANTIOQUIA,GUARNE (ANT),281,1.0
ANTIOQUIA,GUARNE (ANT),282,12.0
ANTIOQUIA,GUARNE (ANT),310,1.0
ANTIOQUIA,GUARNE (ANT),340,1.0
ANTIOQUIA,GUARNE (ANT),500,4.0
ANTIOQUIA,GUARNE (ANT),560,3.0
ANTIOQUIA,GUARNE (ANT),720,1.0
ANTIOQUIA,GUARNE (ANT),730,1.0
ANTIOQUIA,GUARNE (ANT),800,10.0
ANTIOQUIA,GUARNE (ANT),810,1.0
ANTIOQUIA,GUARNE (ANT),820,1.0
ANTIOQUIA,GUATAPÉ (ANT),1,4.0
ANTIOQUIA,GUATAPÉ (ANT),330,2.0
ANTIOQUIA,GUATAPÉ (ANT),800,2.0
ANTIOQUIA,GÓMEZ PLATA (ANT),1,1.0
ANTIOQUIA,GÓMEZ PLATA (ANT),730,1.0
ANTIOQUIA,HELICONIA (ANT),1,6.0
ANTIOQUIA,HELICONIA (ANT),660,2.0
ANTIOQUIA,HELICONIA (ANT),720,3.0
ANTIOQUIA,HELICONIA (ANT),999,1.0
ANTIOQUIA,HISPANIA (ANT),1,11.0
ANTIOQUIA,HISPANIA (ANT),40,2.0
ANTIOQUIA,HISPANIA (ANT),60,2.0
ANTIOQUIA,HISPANIA (ANT),280,4.0
ANTIOQUIA,HISPANIA (ANT),282,1.0
ANTIOQUIA,HISPANIA (ANT),284,1.0
ANTIOQUIA,HISPANIA (ANT),800,1.0
ANTIOQUIA,ITAGÜÍ (ANT),1,319.0
ANTIOQUIA,ITAGÜÍ (ANT),40,2.0
ANTIOQUIA,ITAGÜÍ (ANT),50,8.0
ANTIOQUIA,ITAGÜÍ (ANT),170,1.0
ANTIOQUIA,ITAGÜÍ (ANT),200,2.0
ANTIOQUIA,ITAGÜÍ (ANT),240,4.0
ANTIOQUIA,ITAGÜÍ (ANT),280,27.0
ANTIOQUIA,ITAGÜÍ (ANT),281,22.0
ANTIOQUIA,ITAGÜÍ (ANT),282,93.0
ANTIOQUIA,ITAGÜÍ (ANT),284,5.0
ANTIOQUIA,ITAGÜÍ (ANT),285,5.0
ANTIOQUIA,ITAGÜÍ (ANT),291,1.0
ANTIOQUIA,ITAGÜÍ (ANT),330,3.0
ANTIOQUIA,ITAGÜÍ (ANT),340,1.0
ANTIOQUIA,ITAGÜÍ (ANT),431,3.0
ANTIOQUIA,ITAGÜÍ (ANT),470,6.0
ANTIOQUIA,ITAGÜÍ (ANT),500,7.0
ANTIOQUIA,ITAGÜÍ (ANT),560,1.0
ANTIOQUIA,ITAGÜÍ (ANT),565,4.0
ANTIOQUIA,ITAGÜÍ (ANT),580,1.0
ANTIOQUIA,ITAGÜÍ (ANT),680,1.0
ANTIOQUIA,ITAGÜÍ (ANT),720,13.0
ANTIOQUIA,ITAGÜÍ (ANT),730,10.0
ANTIOQUIA,ITAGÜÍ (ANT),800,60.0
ANTIOQUIA,ITAGÜÍ (ANT),820,1.0
ANTIOQUIA,ITAGÜÍ (ANT),880,1.0
ANTIOQUIA,ITAGÜÍ (ANT),999,37.0
ANTIOQUIA,ITUANGO (ANT),1,477.0
ANTIOQUIA,ITUANGO (ANT),30,1.0
ANTIOQUIA,ITUANGO (ANT),240,1.0
ANTIOQUIA,ITUANGO (ANT),280,9.0
ANTIOQUIA,ITUANGO (ANT),281,396.0
ANTIOQUIA,ITUANGO (ANT),282,4.0
ANTIOQUIA,ITUANGO (ANT),283,1.0
ANTIOQUIA,ITUANGO (ANT),285,58.0
ANTIOQUIA,ITUANGO (ANT),590,1.0
ANTIOQUIA,ITUANGO (ANT),800,1.0
ANTIOQUIA,ITUANGO (ANT),999,5.0
ANTIOQUIA,JARDÍN (ANT),1,1487.0
ANTIOQUIA,JARDÍN (ANT),240,1.0
ANTIOQUIA,JARDÍN (ANT),250,2.0
ANTIOQUIA,JARDÍN (ANT),280,2.0
ANTIOQUIA,JARDÍN (ANT),281,6.0
ANTIOQUIA,JARDÍN (ANT),282,1467.0
ANTIOQUIA,JARDÍN (ANT),283,1.0
ANTIOQUIA,JARDÍN (ANT),284,1.0
ANTIOQUIA,JARDÍN (ANT),500,1.0
ANTIOQUIA,JARDÍN (ANT),730,1.0
ANTIOQUIA,JARDÍN (ANT),800,1.0
ANTIOQUIA,JARDÍN (ANT),999,4.0
ANTIOQUIA,JERICÓ (ANT),1,2.0
ANTIOQUIA,JERICÓ (ANT),282,1.0
ANTIOQUIA,JERICÓ (ANT),720,1.0
ANTIOQUIA,LA CEJA (ANT),1,17.0
ANTIOQUIA,LA CEJA (ANT),280,1.0
ANTIOQUIA,LA CEJA (ANT),281,8.0
ANTIOQUIA,LA CEJA (ANT),282,1.0
ANTIOQUIA,LA CEJA (ANT),283,1.0
ANTIOQUIA,LA CEJA (ANT),500,1.0
ANTIOQUIA,LA CEJA (ANT),560,2.0
ANTIOQUIA,LA CEJA (ANT),800,2.0
ANTIOQUIA,LA CEJA (ANT),999,1.0
ANTIOQUIA,LA ESTRELLA (ANT),1,13.0
ANTIOQUIA,LA ESTRELLA (ANT),200,1.0
ANTIOQUIA,LA ESTRELLA (ANT),280,3.0
ANTIOQUIA,LA ESTRELLA (ANT),282,2.0
ANTIOQUIA,LA ESTRELLA (ANT),500,1.0
ANTIOQUIA,LA ESTRELLA (ANT),720,1.0
ANTIOQUIA,LA ESTRELLA (ANT),750,1.0
ANTIOQUIA,LA ESTRELLA (ANT),900,1.0
ANTIOQUIA,LA ESTRELLA (ANT),999,3.0
ANTIOQUIA,LA PINTADA (ANT),1,9.0
ANTIOQUIA,LA PINTADA (ANT),200,1.0
ANTIOQUIA,LA PINTADA (ANT),282,5.0
ANTIOQUIA,LA PINTADA (ANT),720,3.0
ANTIOQUIA,LA UNIÓN (ANT),1,2.0
ANTIOQUIA,LA UNIÓN (ANT),500,2.0
ANTIOQUIA,LIBORINA (ANT),1,1.0
ANTIOQUIA,LIBORINA (ANT),285,1.0
ANTIOQUIA,MACEO (ANT),1,8.0
ANTIOQUIA,MACEO (ANT),720,1.0
ANTIOQUIA,MACEO (ANT),800,5.0
ANTIOQUIA,MACEO (ANT),999,2.0
ANTIOQUIA,MARINILLA (ANT),1,40.0
ANTIOQUIA,MARINILLA (ANT),200,1.0
ANTIOQUIA,MARINILLA (ANT),280,2.0
ANTIOQUIA,MARINILLA (ANT),281,2.0
ANTIOQUIA,MARINILLA (ANT),282,3.0
ANTIOQUIA,MARINILLA (ANT),285,1.0
ANTIOQUIA,MARINILLA (ANT),330,4.0
ANTIOQUIA,MARINILLA (ANT),500,1.0
ANTIOQUIA,MARINILLA (ANT),560,3.0
ANTIOQUIA,MARINILLA (ANT),710,10.0
ANTIOQUIA,MARINILLA (ANT),720,7.0
ANTIOQUIA,MARINILLA (ANT),800,5.0
ANTIOQUIA,MARINILLA (ANT),999,1.0
ANTIOQUIA,MEDELLÍN (ANT),1,2071.0
ANTIOQUIA,MEDELLÍN (ANT),25,1.0
ANTIOQUIA,MEDELLÍN (ANT),30,3.0
ANTIOQUIA,MEDELLÍN (ANT),40,31.0
ANTIOQUIA,MEDELLÍN (ANT),50,12.0
ANTIOQUIA,MEDELLÍN (ANT),60,1.0
ANTIOQUIA,MEDELLÍN (ANT),70,4.0
ANTIOQUIA,MEDELLÍN (ANT),80,4.0
ANTIOQUIA,MEDELLÍN (ANT),90,2.0
ANTIOQUIA,MEDELLÍN (ANT),110,4.0
ANTIOQUIA,MEDELLÍN (ANT),130,1.0
ANTIOQUIA,MEDELLÍN (ANT),150,4.0
ANTIOQUIA,MEDELLÍN (ANT),160,7.0
ANTIOQUIA,MEDELLÍN (ANT),170,2.0
ANTIOQUIA,MEDELLÍN (ANT),180,4.0
ANTIOQUIA,MEDELLÍN (ANT),190,3.0
ANTIOQUIA,MEDELLÍN (ANT),200,48.0
ANTIOQUIA,MEDELLÍN (ANT),210,1.0
ANTIOQUIA,MEDELLÍN (ANT),220,6.0
ANTIOQUIA,MEDELLÍN (ANT),240,36.0
ANTIOQUIA,MEDELLÍN (ANT),260,6.0
ANTIOQUIA,MEDELLÍN (ANT),270,1.0
ANTIOQUIA,MEDELLÍN (ANT),280,167.0
ANTIOQUIA,MEDELLÍN (ANT),281,211.0
ANTIOQUIA,MEDELLÍN (ANT),282,355.0
ANTIOQUIA,MEDELLÍN (ANT),283,4.0
ANTIOQUIA,MEDELLÍN (ANT),284,34.0
ANTIOQUIA,MEDELLÍN (ANT),285,43.0
ANTIOQUIA,MEDELLÍN (ANT),290,4.0
ANTIOQUIA,MEDELLÍN (ANT),310,2.0
ANTIOQUIA,MEDELLÍN (ANT),320,3.0
ANTIOQUIA,MEDELLÍN (ANT),330,43.0
ANTIOQUIA,MEDELLÍN (ANT),340,77.0
ANTIOQUIA,MEDELLÍN (ANT),350,10.0
ANTIOQUIA,MEDELLÍN (ANT),370,1.0
ANTIOQUIA,MEDELLÍN (ANT),410,2.0
ANTIOQUIA,MEDELLÍN (ANT),431,2.0
ANTIOQUIA,MEDELLÍN (ANT),470,9.0
ANTIOQUIA,MEDELLÍN (ANT),500,54.0
ANTIOQUIA,MEDELLÍN (ANT),501,1.0
ANTIOQUIA,MEDELLÍN (ANT),510,4.0
ANTIOQUIA,MEDELLÍN (ANT),520,1.0
ANTIOQUIA,MEDELLÍN (ANT),550,1.0
ANTIOQUIA,MEDELLÍN (ANT),560,46.0
ANTIOQUIA,MEDELLÍN (ANT),565,22.0
ANTIOQUIA,MEDELLÍN (ANT),580,5.0
ANTIOQUIA,MEDELLÍN (ANT),600,4.0
ANTIOQUIA,MEDELLÍN (ANT),620,4.0
ANTIOQUIA,MEDELLÍN (ANT),640,5.0
ANTIOQUIA,MEDELLÍN (ANT),650,1.0
ANTIOQUIA,MEDELLÍN (ANT),680,3.0
ANTIOQUIA,MEDELLÍN (ANT),690,2.0
ANTIOQUIA,MEDELLÍN (ANT),710,6.0
ANTIOQUIA,MEDELLÍN (ANT),720,133.0
ANTIOQUIA,MEDELLÍN (ANT),730,14.0
ANTIOQUIA,MEDELLÍN (ANT),750,11.0
ANTIOQUIA,MEDELLÍN (ANT),800,308.0
ANTIOQUIA,MEDELLÍN (ANT),820,4.0
ANTIOQUIA,MEDELLÍN (ANT),830,3.0
ANTIOQUIA,MEDELLÍN (ANT),840,54.0
ANTIOQUIA,MEDELLÍN (ANT),850,10.0
ANTIOQUIA,MEDELLÍN (ANT),855,2.0
ANTIOQUIA,MEDELLÍN (ANT),860,1.0
ANTIOQUIA,MEDELLÍN (ANT),870,2.0
ANTIOQUIA,MEDELLÍN (ANT),880,3.0
ANTIOQUIA,MEDELLÍN (ANT),900,8.0
ANTIOQUIA,MEDELLÍN (ANT),910,2.0
ANTIOQUIA,MEDELLÍN (ANT),920,1.0
ANTIOQUIA,MEDELLÍN (ANT),930,1.0
ANTIOQUIA,MEDELLÍN (ANT),960,2.0
ANTIOQUIA,MEDELLÍN (ANT),970,4.0
ANTIOQUIA,MEDELLÍN (ANT),999,201.0
ANTIOQUIA,MONTEBELLO (ANT),1,7.0
ANTIOQUIA,MONTEBELLO (ANT),281,4.0
ANTIOQUIA,MONTEBELLO (ANT),282,1.0
ANTIOQUIA,MONTEBELLO (ANT),800,2.0
ANTIOQUIA,MURINDÓ (ANT),1,1925.0
ANTIOQUIA,MURINDÓ (ANT),280,10.0
ANTIOQUIA,MURINDÓ (ANT),281,1913.0
ANTIOQUIA,MURINDÓ (ANT),284,1.0
ANTIOQUIA,MURINDÓ (ANT),630,1.0
ANTIOQUIA,MUTATÁ (ANT),1,2115.0
ANTIOQUIA,MUTATÁ (ANT),230,1.0
ANTIOQUIA,MUTATÁ (ANT),240,1.0
ANTIOQUIA,MUTATÁ (ANT),280,455.0
ANTIOQUIA,MUTATÁ (ANT),281,1636.0
ANTIOQUIA,MUTATÁ (ANT),282,15.0
ANTIOQUIA,MUTATÁ (ANT),284,3.0
ANTIOQUIA,MUTATÁ (ANT),350,1.0
ANTIOQUIA,MUTATÁ (ANT),470,3.0
ANTIOQUIA,NARIÑO (ANT),1,2.0
ANTIOQUIA,NARIÑO (ANT),282,1.0
ANTIOQUIA,NARIÑO (ANT),340,1.0
ANTIOQUIA,NECHÍ (ANT),1,93.0
ANTIOQUIA,NECHÍ (ANT),40,3.0
ANTIOQUIA,NECHÍ (ANT),50,1.0
ANTIOQUIA,NECHÍ (ANT),280,1.0
ANTIOQUIA,NECHÍ (ANT),281,4.0
ANTIOQUIA,NECHÍ (ANT),282,2.0
ANTIOQUIA,NECHÍ (ANT),285,1.0
ANTIOQUIA,NECHÍ (ANT),800,75.0
ANTIOQUIA,NECHÍ (ANT),960,3.0
ANTIOQUIA,NECHÍ (ANT),999,3.0
ANTIOQUIA,NECOCLÍ (ANT),1,1495.0
ANTIOQUIA,NECOCLÍ (ANT),190,1.0
ANTIOQUIA,NECOCLÍ (ANT),240,432.0
ANTIOQUIA,NECOCLÍ (ANT),280,22.0
ANTIOQUIA,NECOCLÍ (ANT),281,16.0
ANTIOQUIA,NECOCLÍ (ANT),282,3.0
ANTIOQUIA,NECOCLÍ (ANT),284,1.0
ANTIOQUIA,NECOCLÍ (ANT),285,1.0
ANTIOQUIA,NECOCLÍ (ANT),640,1.0
ANTIOQUIA,NECOCLÍ (ANT),720,1.0
ANTIOQUIA,NECOCLÍ (ANT),800,1012.0
ANTIOQUIA,NECOCLÍ (ANT),999,5.0
ANTIOQUIA,OLAYA (ANT),1,1.0
ANTIOQUIA,OLAYA (ANT),999,1.0
ANTIOQUIA,PEÑOL (ANT),1,13.0
ANTIOQUIA,PEÑOL (ANT),50,8.0
ANTIOQUIA,PEÑOL (ANT),200,1.0
ANTIOQUIA,PEÑOL (ANT),282,1.0
ANTIOQUIA,PEÑOL (ANT),800,1.0
ANTIOQUIA,PEÑOL (ANT),920,1.0
ANTIOQUIA,PEÑOL (ANT),999,1.0
ANTIOQUIA,PUEBLORRICO (ANT),1,167.0
ANTIOQUIA,PUEBLORRICO (ANT),280,57.0
ANTIOQUIA,PUEBLORRICO (ANT),281,19.0
ANTIOQUIA,PUEBLORRICO (ANT),282,91.0
ANTIOQUIA,PUERTO BERRÍO (ANT),1,59.0
ANTIOQUIA,PUERTO BERRÍO (ANT),40,1.0
ANTIOQUIA,PUERTO BERRÍO (ANT),130,1.0
ANTIOQUIA,PUERTO BERRÍO (ANT),180,1.0
ANTIOQUIA,PUERTO BERRÍO (ANT),200,1.0
ANTIOQUIA,PUERTO BERRÍO (ANT),220,1.0
ANTIOQUIA,PUERTO BERRÍO (ANT),240,2.0
ANTIOQUIA,PUERTO BERRÍO (ANT),282,21.0
ANTIOQUIA,PUERTO BERRÍO (ANT),285,3.0
ANTIOQUIA,PUERTO BERRÍO (ANT),340,15.0
ANTIOQUIA,PUERTO BERRÍO (ANT),550,1.0
ANTIOQUIA,PUERTO BERRÍO (ANT),590,1.0
ANTIOQUIA,PUERTO BERRÍO (ANT),660,1.0
ANTIOQUIA,PUERTO BERRÍO (ANT),720,2.0
ANTIOQUIA,PUERTO BERRÍO (ANT),800,2.0
ANTIOQUIA,PUERTO BERRÍO (ANT),999,6.0
ANTIOQUIA,PUERTO NARE (ANT),1,20.0
ANTIOQUIA,PUERTO NARE (ANT),140,1.0
ANTIOQUIA,PUERTO NARE (ANT),200,12.0
ANTIOQUIA,PUERTO NARE (ANT),280,1.0
ANTIOQUIA,PUERTO NARE (ANT),282,1.0
ANTIOQUIA,PUERTO NARE (ANT),285,1.0
ANTIOQUIA,PUERTO NARE (ANT),720,3.0
ANTIOQUIA,PUERTO NARE (ANT),800,1.0
ANTIOQUIA,PUERTO TRIUNFO (ANT),1,8.0
ANTIOQUIA,PUERTO TRIUNFO (ANT),40,1.0
ANTIOQUIA,PUERTO TRIUNFO (ANT),282,3.0
ANTIOQUIA,PUERTO TRIUNFO (ANT),720,1.0
ANTIOQUIA,PUERTO TRIUNFO (ANT),800,1.0
ANTIOQUIA,PUERTO TRIUNFO (ANT),999,2.0
ANTIOQUIA,REMEDIOS (ANT),1,96.0
ANTIOQUIA,REMEDIOS (ANT),40,2.0
ANTIOQUIA,REMEDIOS (ANT),80,1.0
ANTIOQUIA,REMEDIOS (ANT),150,1.0
ANTIOQUIA,REMEDIOS (ANT),280,3.0
ANTIOQUIA,REMEDIOS (ANT),281,17.0
ANTIOQUIA,REMEDIOS (ANT),282,45.0
ANTIOQUIA,REMEDIOS (ANT),283,1.0
ANTIOQUIA,REMEDIOS (ANT),284,1.0
ANTIOQUIA,REMEDIOS (ANT),285,1.0
ANTIOQUIA,REMEDIOS (ANT),500,1.0
ANTIOQUIA,REMEDIOS (ANT),800,15.0
ANTIOQUIA,REMEDIOS (ANT),830,4.0
ANTIOQUIA,REMEDIOS (ANT),999,4.0
ANTIOQUIA,RETIRO (ANT),1,2.0
ANTIOQUIA,RETIRO (ANT),280,1.0
ANTIOQUIA,RETIRO (ANT),281,1.0
ANTIOQUIA,RIONEGRO (ANT),1,48.0
ANTIOQUIA,RIONEGRO (ANT),50,1.0
ANTIOQUIA,RIONEGRO (ANT),200,5.0
ANTIOQUIA,RIONEGRO (ANT),220,2.0
ANTIOQUIA,RIONEGRO (ANT),240,1.0
ANTIOQUIA,RIONEGRO (ANT),280,4.0
ANTIOQUIA,RIONEGRO (ANT),281,6.0
ANTIOQUIA,RIONEGRO (ANT),282,2.0
ANTIOQUIA,RIONEGRO (ANT),330,2.0
ANTIOQUIA,RIONEGRO (ANT),470,4.0
ANTIOQUIA,RIONEGRO (ANT),560,1.0
ANTIOQUIA,RIONEGRO (ANT),565,2.0
ANTIOQUIA,RIONEGRO (ANT),600,1.0
ANTIOQUIA,RIONEGRO (ANT),720,7.0
ANTIOQUIA,RIONEGRO (ANT),730,1.0
ANTIOQUIA,RIONEGRO (ANT),800,8.0
ANTIOQUIA,RIONEGRO (ANT),999,1.0
ANTIOQUIA,SABANALARGA (ANT),1,4.0
ANTIOQUIA,SABANALARGA (ANT),285,3.0
ANTIOQUIA,SABANALARGA (ANT),340,1.0
ANTIOQUIA,SABANETA (ANT),1,45.0
ANTIOQUIA,SABANETA (ANT),200,7.0
ANTIOQUIA,SABANETA (ANT),240,2.0
ANTIOQUIA,SABANETA (ANT),280,4.0
ANTIOQUIA,SABANETA (ANT),281,1.0
ANTIOQUIA,SABANETA (ANT),282,8.0
ANTIOQUIA,SABANETA (ANT),284,2.0
ANTIOQUIA,SABANETA (ANT),285,1.0
ANTIOQUIA,SABANETA (ANT),330,1.0
ANTIOQUIA,SABANETA (ANT),590,1.0
ANTIOQUIA,SABANETA (ANT),720,6.0
ANTIOQUIA,SABANETA (ANT),800,5.0
ANTIOQUIA,SABANETA (ANT),900,1.0
ANTIOQUIA,SABANETA (ANT),999,6.0
ANTIOQUIA,SALGAR (ANT),1,7.0
ANTIOQUIA,SALGAR (ANT),281,1.0
ANTIOQUIA,SALGAR (ANT),282,2.0
ANTIOQUIA,SALGAR (ANT),401,1.0
ANTIOQUIA,SALGAR (ANT),750,2.0
ANTIOQUIA,SALGAR (ANT),999,1.0
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA (ANT),1,1.0
ANTIOQUIA,SAN ANDRÉS DE CUERQUÍA (ANT),470,1.0
ANTIOQUIA,SAN CARLOS (ANT),1,10.0
ANTIOQUIA,SAN CARLOS (ANT),470,8.0
ANTIOQUIA,SAN CARLOS (ANT),720,2.0
ANTIOQUIA,SAN FRANCISCO (ANT),1,1.0
ANTIOQUIA,SAN FRANCISCO (ANT),999,1.0
ANTIOQUIA,SAN JERÓNIMO (ANT),1,9.0
ANTIOQUIA,SAN JERÓNIMO (ANT),200,1.0
ANTIOQUIA,SAN JERÓNIMO (ANT),282,6.0
ANTIOQUIA,SAN JERÓNIMO (ANT),284,1.0
ANTIOQUIA,SAN JERÓNIMO (ANT),800,1.0
ANTIOQUIA,SAN JUAN DE URABÁ (ANT),1,211.0
ANTIOQUIA,SAN JUAN DE URABÁ (ANT),240,3.0
ANTIOQUIA,SAN JUAN DE URABÁ (ANT),281,59.0
ANTIOQUIA,SAN JUAN DE URABÁ (ANT),282,4.0
ANTIOQUIA,SAN JUAN DE URABÁ (ANT),285,1.0
ANTIOQUIA,SAN JUAN DE URABÁ (ANT),720,1.0
ANTIOQUIA,SAN JUAN DE URABÁ (ANT),800,142.0
ANTIOQUIA,SAN JUAN DE URABÁ (ANT),999,1.0
ANTIOQUIA,SAN LUIS (ANT),1,2.0
ANTIOQUIA,SAN LUIS (ANT),281,1.0
ANTIOQUIA,SAN LUIS (ANT),800,1.0
ANTIOQUIA,SAN PEDRO DE LOS MILAGROS (ANT),1,5.0
ANTIOQUIA,SAN PEDRO DE LOS MILAGROS (ANT),280,3.0
ANTIOQUIA,SAN PEDRO DE LOS MILAGROS (ANT),281,2.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),1,572.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),40,1.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),80,5.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),240,1.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),280,2.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),282,1.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),320,1.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),340,1.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),800,557.0
ANTIOQUIA,SAN PEDRO DE URABÁ (ANT),999,3.0
ANTIOQUIA,SAN ROQUE (ANT),1,1.0
ANTIOQUIA,SAN ROQUE (ANT),500,1.0
ANTIOQUIA,SANTA BÁRBARA (ANT),1,6.0
ANTIOQUIA,SANTA BÁRBARA (ANT),282,2.0
ANTIOQUIA,SANTA BÁRBARA (ANT),285,2.0
ANTIOQUIA,SANTA BÁRBARA (ANT),999,2.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA (ANT),1,24.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA (ANT),30,1.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA (ANT),280,3.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA (ANT),281,3.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA (ANT),282,8.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA (ANT),330,1.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA (ANT),500,2.0
